tanggal,kurs_jisdor,pct_change,target
2023-03-31,14977,-0.5643340857787837,STABIL
2023-04-03,14990,0.0867997596314396,TURUN
2023-04-04,14913,-0.5136757838559047,NAIK
2023-04-05,14933,0.134111178166707,STABIL
2023-04-06,14943,0.0669657804861723,TURUN
2023-04-10,14905,-0.2542996720872659,TURUN
2023-04-11,14888,-0.114055686011405,TURUN
2023-04-12,14866,-0.1477700161203632,TURUN
2023-04-13,14792,-0.497780169514328,TURUN
2023-04-14,14666,-0.8518117901568423,NAIK
2023-04-17,14773,0.7295786172098806,NAIK
2023-04-18,14855,0.5550666756921396,NAIK
2023-04-26,14882,0.1817569841804145,TURUN
2023-04-27,14751,-0.8802580298347018,TURUN
2023-04-28,14661,-0.6101281269066505,NAIK
2023-05-02,14703,0.2864743196234975,STABIL
2023-05-03,14706,0.0204039991838378,TURUN
2023-05-04,14632,-0.5031959744322023,NAIK
2023-05-05,14674,0.287042099507917,NAIK
2023-05-08,14709,0.2385171050838241,NAIK
2023-05-09,14757,0.3263308178666158,STABIL
2023-05-10,14746,-0.0745408958460425,TURUN
2023-05-11,14722,-0.1627560016275619,NAIK
2023-05-12,14752,0.2037766607797753,NAIK
2023-05-15,14812,0.4067245119305784,STABIL
2023-05-16,14810,-0.0135025654874443,NAIK
2023-05-17,14875,0.4388926401080351,NAIK
2023-05-19,14936,0.4100840336134448,TURUN
2023-05-22,14897,-0.2611140867702199,TURUN
2023-05-23,14878,-0.1275424582130591,NAIK
2023-05-24,14905,0.1814760048393537,NAIK
2023-05-25,14952,0.3153304260315348,STABIL
2023-05-26,14959,0.0468164794007464,STABIL
2023-05-29,14973,0.0935891436593339,STABIL
2023-05-30,14969,-0.0267147532224676,NAIK
2023-05-31,15003,0.2271360812345468,TURUN
2023-06-05,14888,-0.7665133639938704,TURUN
2023-06-06,14839,-0.3291241268135403,NAIK
2023-06-07,14875,0.2426039490531772,NAIK
2023-06-08,14903,0.1882352941176446,TURUN
2023-06-09,14853,-0.3355029188753966,NAIK
2023-06-12,14874,0.1413855786709827,STABIL
2023-06-13,14868,-0.0403388463089959,NAIK
2023-06-14,14895,0.1815980629539915,NAIK
2023-06-15,14943,0.322255790533732,STABIL
2023-06-16,14945,0.0133841932677514,NAIK
2023-06-19,14994,0.3278688524590123,NAIK
2023-06-20,15040,0.3067893824196366,TURUN
2023-06-21,14982,-0.3856382978723371,TURUN
2023-06-22,14918,-0.4271792818048348,NAIK
2023-06-23,14998,0.5362649148679344,NAIK
2023-06-26,15026,0.1866915588745188,TURUN
2023-06-27,15000,-0.1730334087581497,NAIK
2023-07-03,15034,0.2266666666666639,TURUN
2023-07-04,15018,-0.1064254356791249,STABIL
2023-07-05,15013,-0.0332933812758007,NAIK
2023-07-06,15062,0.3263838007060649,NAIK
2023-07-07,15136,0.4913026158544609,NAIK
2023-07-10,15192,0.36997885835095,TURUN
2023-07-11,15162,-0.1974723538704537,TURUN
2023-07-12,15084,-0.5144440047487153,TURUN
2023-07-13,14978,-0.7027313709891292,TURUN
2023-07-14,14945,-0.2203231406062267,NAIK
2023-07-17,15007,0.4148544663767239,STABIL
2023-07-18,14994,-0.0866262410874951,STABIL
2023-07-20,14991,-0.0200080032012772,NAIK
2023-07-21,15026,0.233473417383756,STABIL
2023-07-24,15028,0.0133102622121628,TURUN
2023-07-25,15007,-0.1397391535799874,NAIK
2023-07-26,15032,0.1665889251682539,TURUN
2023-07-27,15003,-0.1929217668972804,NAIK
2023-07-28,15083,0.5332266879957359,STABIL
2023-07-31,15092,0.0596698269575091,NAIK
2023-08-01,15117,0.1656506758547671,NAIK
2023-08-02,15171,0.3572137328835101,NAIK
2023-08-03,15198,0.1779711291279406,TURUN
2023-08-04,15168,-0.1973943939992062,STABIL
2023-08-07,15178,0.0659282700421926,NAIK
2023-08-08,15229,0.3360126498880067,TURUN
2023-08-09,15206,-0.1510276446253899,STABIL
2023-08-10,15204,-0.0131527028804367,NAIK
2023-08-11,15225,0.1381215469613339,NAIK
2023-08-14,15323,0.6436781609195474,NAIK
2023-08-15,15346,0.1501011551262809,TURUN
2023-08-16,15308,-0.2476215300403983,STABIL
2023-08-18,15308,0.0,NAIK
2023-08-21,15329,0.1371831721975525,STABIL
2023-08-22,15326,-0.0195707482549378,STABIL
2023-08-23,15319,-0.0456740180086123,TURUN
2023-08-24,15253,-0.4308375220314686,NAIK
2023-08-25,15297,0.2884678423916709,STABIL
2023-08-28,15294,-0.0196116885663899,TURUN
2023-08-29,15263,-0.2026938668759026,TURUN
2023-08-30,15239,-0.1572430059621266,STABIL
2023-08-31,15237,-0.0131242207493942,STABIL
2023-09-01,15252,0.098444575703871,STABIL
2023-09-04,15247,-0.0327825858903785,STABIL
2023-09-05,15260,0.0852626746245199,NAIK
2023-09-06,15307,0.3079947575360453,NAIK
2023-09-07,15334,0.1763898869798108,STABIL
2023-09-08,15341,0.0456501891222149,STABIL
2023-09-11,15352,0.0717032787953764,STABIL
2023-09-12,15344,-0.0521104742053135,NAIK
2023-09-13,15367,0.1498957247132448,STABIL
2023-09-14,15357,-0.0650745103143113,STABIL
2023-09-15,15367,0.0651168848082361,STABIL
2023-09-18,15373,0.0390447061885845,STABIL
2023-09-19,15381,0.0520392896636856,STABIL
2023-09-20,15396,0.0975229178856951,STABIL
2023-09-21,15397,0.0064951935567769,STABIL
2023-09-22,15383,-0.0909268039228416,NAIK
2023-09-25,15399,0.1040109211467132,NAIK
2023-09-26,15464,0.4221053315150325,NAIK
2023-09-27,15526,0.4009311950336158,TURUN
2023-09-29,15487,-0.2511915496586359,NAIK
2023-10-02,15519,0.206624911215858,NAIK
2023-10-03,15600,0.5219408467040498,NAIK
2023-10-04,15636,0.2307692307692344,TURUN
2023-10-05,15601,-0.2238424149398787,NAIK
2023-10-06,15628,0.1730658291135167,NAIK
2023-10-09,15675,0.3007422574865526,NAIK
2023-10-10,15708,0.2105263157894832,STABIL
2023-10-11,15710,0.01273236567354,STABIL
2023-10-12,15702,-0.0509229789942722,STABIL
2023-10-13,15709,0.0445803082409934,STABIL
2023-10-16,15716,0.044560443058117,STABIL
2023-10-17,15718,0.0127258844489608,STABIL
2023-10-18,15731,0.0827077236289497,NAIK
2023-10-19,15838,0.6801856207488299,NAIK
2023-10-20,15856,0.1136507134739339,NAIK
2023-10-23,15943,0.548688193743696,TURUN
2023-10-24,15869,-0.4641535470112257,STABIL
2023-10-25,15871,0.012603188606719,NAIK
2023-10-26,15933,0.390649612500793,STABIL
2023-10-27,15941,0.0502102554446715,TURUN
2023-10-30,15916,-0.1568283043723695,TURUN
2023-10-31,15897,-0.1193767278210633,NAIK
2023-11-01,15946,0.3082342580360997,TURUN
2023-11-02,15861,-0.5330490405117239,TURUN
2023-11-03,15771,-0.5674295441649324,TURUN
2023-11-06,15550,-1.40130619491472,NAIK
2023-11-07,15593,0.2765273311897021,NAIK
2023-11-08,15629,0.230872827550832,NAIK
2023-11-09,15649,0.1279672403864618,NAIK
2023-11-10,15693,0.2811681257588239,NAIK
2023-11-13,15713,0.1274453578028467,STABIL
2023-11-14,15699,-0.089098198943549,TURUN
2023-11-15,15503,-1.2484871647875706,NAIK
2023-11-16,15595,0.5934335289943915,TURUN
2023-11-17,15504,-0.5835203590894511,TURUN
2023-11-20,15419,-0.5482456140350922,NAIK
2023-11-21,15436,0.1102535832414597,NAIK
2023-11-22,15584,0.958797615962692,STABIL
2023-11-23,15593,0.0577515400410622,STABIL
2023-11-24,15587,-0.0384788045918016,TURUN
2023-11-27,15527,-0.3849361647526805,TURUN
2023-11-28,15450,-0.4959103497134021,TURUN
2023-11-29,15384,-0.4271844660194146,NAIK
2023-11-30,15484,0.6500260010400494,NAIK
2023-12-01,15524,0.2583311805735011,TURUN
2023-12-04,15446,-0.5024478227261042,NAIK
2023-12-05,15504,0.3755017480253864,STABIL
2023-12-06,15504,0.0,NAIK
2023-12-07,15536,0.2063983488132192,TURUN
2023-12-08,15500,-0.2317198764160699,NAIK
2023-12-11,15614,0.7354838709677347,NAIK
2023-12-12,15631,0.108876649161016,STABIL
2023-12-13,15629,-0.0127950866867121,TURUN
2023-12-14,15493,-0.8701772346279335,STABIL
2023-12-15,15503,0.064545278512873,STABIL
2023-12-18,15516,0.0838547377926879,STABIL
2023-12-19,15506,-0.064449600412475,STABIL
2023-12-20,15512,0.0386946988262693,NAIK
2023-12-21,15533,0.135379061371843,TURUN
2023-12-22,15489,-0.2832678812850098,TURUN
2023-12-27,15414,-0.4842146039124584,STABIL
2023-12-28,15416,0.0129752173348984,NAIK
2023-12-29,15439,0.1491956408925743,NAIK
2024-01-02,15473,0.2202215169376353,NAIK
2024-01-03,15495,0.1421831577586685,NAIK
